dt,ndvi_d,ndvi_c,cosmos_vwc,precip,GCC
2017-10-06,0.055001992825827,,62.8,0.7,0.381
2017-10-07,0.0015462323471807,,67.1,0.7,0.383
2017-10-08,0.0014273479874393,,61.9,2.1,0.38
2017-10-09,0.0085869112130054,,72.1,2.8,0.376
2017-10-10,0.0434611215137479,,80.8,2.7,0.383
2017-10-11,0.2511150758251561,,78.2,8.0,0.382
2017-10-12,0.0363132565261776,,78.1,0.7,0.381
2017-10-13,-0.0062357860758565,,85.9,,0.383
2017-10-14,0.0018120631633445,,78.1,1.0,0.38
2017-10-15,0.0170234866408909,,91.5,0.0,0.384
2017-10-16,0.0097798112668001,0.7159,73.2,6.1,0.377
2017-10-17,0.0283776548277708,,73.4,2.0,0.38
2017-10-18,0.4183252644791106,,75.7,0.3,0.379
2017-10-19,0.0001776830135039,,77.6,20.1,0.381
2017-10-20,0.471536523929471,,90.8,10.2,0.382
2017-10-21,0.0044525137249816,,74.3,8.9,0.385
2017-10-22,0.6687965921192758,,66.0,1.8,0.381
2017-10-23,0.0258566323313012,,66.1,4.3,0.38
2017-10-24,0.2325394701632325,,77.1,6.5,0.383
2017-10-25,0.6479640910548252,,74.6,0.0,0.383
2017-10-26,0.1235249811699723,,79.3,0.0,0.381
2017-10-27,0.5134615384615384,,63.8,0.0,0.38
2017-10-28,0.0491178829190056,,72.7,1.1,0.382
2017-10-29,0.7159293790914502,,56.4,0.0,0.377
2017-10-30,0.0899368011667477,,76.5,0.4,0.379
2017-10-31,-0.0023419203747072,,98.0,6.8,0.368
2017-11-01,0.0108125819134993,0.7833,72.7,0.4,0.375
2017-11-02,0.0209342290267145,,70.1,1.0,0.379
2017-11-03,0.0026311173478337,,76.5,0.0,0.378
2017-11-04,0.1871420653981156,,75.7,4.4,0.377
2017-11-05,0.1074529859890256,,71.1,6.5,0.376
2017-11-06,0.0030052592036063,,78.1,2.4,0.379
2017-11-07,0.7026131762973868,,78.0,4.6,0.376
2017-11-08,-0.0141035157567987,,86.2,3.9,0.377
2017-11-09,0.3726993865030675,,88.5,4.9,0.377
2017-11-10,0.0337637977057932,,73.2,3.3,0.378
2017-11-11,0.2258896892807225,,67.1,0.7,0.378
2017-11-12,0.7833837874201144,,69.0,8.3,0.387
2017-11-13,0.0048745900912877,,74.0,2.1,0.379
2017-11-14,0.0646264040371154,,86.0,2.1,0.376
2017-11-15,0.2200416620984541,,83.6,0.1,0.38
2017-11-16,0.7487674169346195,,76.5,0.5,0.377
2017-11-17,0.3158625477264838,0.7208,71.4,0.0,0.378
2017-11-18,0.4004969505308335,,76.0,0.2,0.38
2017-11-19,0.0991617256184829,,65.1,6.2,0.377
2017-11-20,-0.0313231850117096,,84.1,9.7,0.378
2017-11-21,0.0037415535823979,,82.1,7.9,0.377
2017-11-22,-0.002966038855109,,85.6,16.0,0.384
2017-11-23,0.3733514113151732,,77.3,1.7,0.375
2017-11-24,0.113394878940951,,80.2,0.0,0.37
2017-11-25,0.0696877881702015,,72.6,7.7,0.34
2017-11-26,0.0214136820162971,,72.6,7.4,0.341
2017-11-27,0.4045112781954887,,74.2,4.6,0.377
2017-11-28,0.7208287895310797,,89.2,0.2,0.372
2017-11-29,0.0960692493259543,,73.0,3.5,0.376
2017-11-30,0.6680972818311874,,75.3,0.0,0.374
2017-12-01,0.4154169955274928,,76.5,0.2,0.372
2017-12-02,0.0393912264995523,,78.8,2.8,0.375
2017-12-03,0.0584280912536651,-0.1198,73.8,2.6,0.376
2017-12-04,0.0093739537997991,,73.7,1.3,0.376
2017-12-05,0.0404586043435122,,77.6,0.0,0.375
2017-12-06,-0.0264582694861579,,76.9,3.4,0.378
2017-12-07,0.2145275469375192,,71.9,6.0,0.374
2017-12-08,-0.0735116247816153,,70.0,6.6,0.337
2017-12-09,-0.0552719848330173,,70.0,2.5,0.336
2017-12-10,-0.1198647506339814,,70.0,0.0,0.337
2017-12-11,-0.0922436995351113,,70.0,0.3,0.337
2017-12-12,-0.0237135242260643,,70.0,3.4,0.337
2017-12-13,-0.0007526719855486,,70.0,2.6,0.345
2017-12-14,-0.0297773923099161,,70.0,9.0,0.336
2017-12-15,0.1421677056102956,,70.0,3.0,0.349
2017-12-16,0.138739756993501,,76.5,3.3,0.359
2017-12-17,0.0105229335689613,,74.2,3.8,0.377
2017-12-18,0.5525179856115108,,82.0,0.0,0.371
2017-12-19,0.0045388900350732,0.1761,89.0,0.6,0.374
2017-12-20,0.1761138325169116,,62.4,0.1,0.372
2017-12-21,0.003362382488163,,75.2,1.2,0.367
2017-12-22,-0.0092317572449225,,76.4,0.1,0.359
2017-12-23,0.0294521593163436,,74.2,0.2,0.365
2017-12-24,-0.0021659571289864,,71.9,3.2,0.375
2017-12-25,-0.026326856758348,,81.4,17.4,0.379
2017-12-26,0.2695492180312787,,75.1,0.9,0.362
2017-12-27,0.1010085652019664,,68.4,1.6,0.36
2017-12-28,0.1980854197349042,,66.5,0.1,0.341
2017-12-29,0.0121256783010651,,63.4,10.0,0.376
2017-12-30,-0.034061135371179,,57.1,8.9,0.371
2018-01-01,-0.0145708230307311,0.6412,73.9,7.0,0.38
2018-01-02,0.1919325947057652,,63.6,14.3,0.378
2018-01-03,0.0962075848303393,,55.6,1.7,0.38
2018-01-04,-0.0010229776518728,,60.2,12.8,0.378
2018-01-05,0.5111018014243821,,62.9,0.6,0.364
2018-01-06,0.6473463687150838,,66.8,0.1,0.371
2018-01-07,0.5841209829867675,,58.9,0.0,0.364
2018-01-08,0.623083475298126,,50.4,0.0,0.365
2018-01-09,-0.012490001845813,,62.8,4.7,0.367
2018-01-10,0.6412821095703569,,64.9,0.0,0.37
2018-01-11,0.1635451505016722,,74.7,0.0,0.373
2018-01-12,0.0113957672864364,,70.7,0.2,0.372
2018-01-13,-0.0145769208432545,,71.2,1.8,0.373
2018-01-14,0.0904359141184125,,81.0,6.9,0.377
2018-01-15,0.1042741341193809,,74.7,3.9,0.377
2018-01-16,-0.0129490087058307,,59.7,3.0,0.336
2018-01-17,-0.0118657205891121,0.562,59.7,4.6,0.336
2018-01-18,-0.0231392972509723,,59.7,5.1,0.336
2018-01-19,-0.0064464141821112,,59.7,1.2,0.336
2018-01-20,-0.0756982863311294,,59.7,0.2,0.335
2018-01-21,-0.0278623629719853,,59.7,12.9,0.336
2018-01-22,-0.0190575519104958,,59.7,0.1,0.338
2018-01-23,0.3419602204648934,,75.8,3.9,0.379
2018-01-24,0.0040083652840711,,60.1,6.9,0.378
2018-01-25,-0.0537565799968096,,61.8,1.8,0.377
2018-01-26,0.1354021923730122,,59.7,1.7,0.373
2018-01-27,0.023292747485442,,68.2,5.7,0.378
2018-01-28,-0.0226790112970355,,72.9,3.6,0.372
2018-01-29,0.5620207487595851,,58.1,6.2,0.375
2018-01-30,0.0312367190820229,,64.8,2.1,0.377
2018-01-31,0.1877763584553404,,64.7,4.8,0.348
2018-02-01,0.3768518518518518,,60.6,4.6,0.371
2018-02-02,0.666191155492154,0.6661,63.6,1.0,0.372
2018-02-03,0.3509854668524786,,71.1,3.8,0.372
2018-02-04,0.0338372930165586,,70.5,0.0,0.372
2018-02-05,0.1937569676700111,,64.7,0.4,0.373
2018-02-06,0.0619987269255251,,61.9,0.9,0.337
2018-02-07,0.0036663021804849,,61.9,1.5,0.336
2018-02-08,0.1207941214387005,,61.9,2.1,0.373
2018-02-09,0.0216474168338059,,61.9,2.2,0.343
2018-02-10,0.5363881401617251,,61.9,19.6,0.375
2018-02-11,-0.0328732747804266,,61.9,1.9,0.336
2018-02-12,0.0008339356201701,,61.9,0.3,0.336
2018-02-13,0.1357395056885053,,61.9,4.8,0.342
2018-02-14,0.0161153519932145,,68.0,4.5,0.371
2018-02-15,0.2837048257952824,,54.4,0.0,0.371
2018-02-16,0.3129276197335254,,61.0,0.8,0.37
2018-02-17,0.1322033898305084,,61.1,0.0,0.37
2018-02-18,-0.0030160857908847,0.5832,71.3,7.9,0.363
2018-02-19,0.0952380952380952,,74.8,1.1,0.37
2018-02-20,0.1950732356857523,,78.8,0.3,0.372
2018-02-21,0.1362038664323374,,77.7,0.0,0.37
2018-02-22,0.0153011230873596,,73.6,0.0,0.37
2018-02-23,0.4964060117621433,,64.4,0.0,0.365
2018-02-24,0.0106522145393384,,53.2,0.0,0.364
2018-02-25,0.5832447374016585,,56.4,0.0,0.36
2018-02-26,0.0107091172214182,,66.3,0.0,0.363
2018-02-27,0.0217866366465796,,69.7,0.5,0.362
2018-02-28,0.0300874462724173,,70.3,0.0,0.357
2018-03-01,0.039348710990502,,61.9,0.0,0.354
2018-03-02,0.0079628400796284,,65.3,0.8,0.348
2018-03-03,0.0563701531443466,,59.8,0.3,0.352
2018-03-04,0.0046988466467321,,68.4,5.1,0.356
2018-03-05,0.0147956787224048,,73.3,15.4,0.355
2018-03-06,0.0319720970789129,0.5105000000000001,68.1,2.2,0.361
2018-03-07,0.021505376344086,,65.9,0.5,0.36
2018-03-08,0.099915632156201,,55.9,1.0,0.358
2018-03-09,0.4746651135701805,,55.8,0.0,0.356
2018-03-10,-0.0025425883549453,,73.8,15.1,0.357
2018-03-11,0.0304838709677419,,59.0,0.0,0.359
2018-03-12,0.0878661087866108,,58.2,0.9,0.359
2018-03-13,0.4026111503175723,,57.2,0.0,0.361
2018-03-14,0.0,,68.4,13.8,0.361
2018-03-15,0.0027755290852318,,70.0,14.7,0.356
2018-03-16,-0.0013971126338899,,74.6,1.9,0.365
2018-03-17,0.1645114942528735,,68.8,0.9,0.358
2018-03-18,0.1069233094830192,,68.2,0.1,0.357
2018-03-19,0.6397361912613355,,70.1,0.0,0.356
2018-03-20,0.5105503589297368,,70.5,0.0,0.353
2018-03-21,0.0479476291578202,,84.2,1.2,0.358
2018-03-22,0.0060572303836245,0.5456,70.9,4.3,0.355
2018-03-23,0.584611963531243,,72.2,5.6,0.359
2018-03-24,0.5539280958721704,,66.8,1.1,
2018-03-25,0.5434375835338144,,62.2,0.0,
2018-03-26,0.1634671320535194,,61.1,7.2,0.355
2018-03-27,0.0319613704299839,,60.2,2.1,0.355
2018-03-28,0.3065187239944521,,54.2,0.3,0.354
2018-03-29,0.0382290019533066,,55.3,2.6,0.355
2018-03-30,0.0016250376166114,,57.0,0.0,0.355
2018-03-31,0.0230009373422741,,51.7,0.0,0.354
2018-04-01,0.0591585391898626,,49.1,0.4,0.354
2018-04-02,-0.0001944642509885,,48.2,14.7,0.337
2018-04-03,-0.009040093851356,,48.2,10.4,0.343
2018-04-04,0.0269519310919699,,57.8,5.4,0.355
2018-04-05,0.5456495828367104,,56.1,0.0,0.355
2018-04-06,-0.0048314544343866,,68.4,4.9,0.356
2018-04-07,0.0356521739130434,0.5709000000000001,66.6,3.4,0.356
2018-04-08,0.0676810073452256,,66.4,0.3,0.359
2018-04-09,0.10703228659885,,55.6,0.2,0.36
2018-04-10,0.0206066219032183,,65.7,5.9,0.36
2018-04-11,0.017647436308798,,69.2,0.2,0.356
2018-04-12,0.0162217396857836,,66.9,0.0,0.357
2018-04-13,0.0023998080153587,,67.7,0.1,0.358
2018-04-14,0.596136567834681,,66.1,0.0,0.363
2018-04-15,0.0305929247633283,,68.2,3.3,0.363
2018-04-16,0.1359700444652469,,70.5,0.9,0.366
2018-04-17,0.627508565834557,,70.7,3.5,0.366
2018-04-18,0.0168221440587245,,67.7,0.0,0.365
2018-04-19,0.0665312341289994,,61.0,0.0,0.366
2018-04-20,0.5889804946712246,,60.8,0.0,0.367
2018-04-21,0.566285472257518,,59.4,0.0,0.368
2018-04-22,0.5709229512659951,,71.0,7.1,0.371
2018-04-23,0.0100623495277486,0.6831,67.0,2.3,0.369
2018-04-24,0.0536686057421655,,74.3,6.6,0.37
2018-04-25,0.0615835777126099,,70.3,3.9,0.371
2018-04-26,0.462470680218921,,65.3,3.4,0.374
2018-04-27,0.5024330900243309,,65.7,0.0,0.372
2018-04-28,0.4061725613876999,,57.6,0.0,0.372
2018-04-29,0.5181325552313464,,62.6,0.0,0.37
2018-04-30,0.5052038901211398,,58.6,0.0,0.364
2018-05-01,0.0273411308947329,,61.1,11.0,0.371
2018-05-02,0.494140625,,60.8,3.2,0.372
2018-05-03,0.0175324675324675,,64.8,3.2,0.375
2018-05-04,0.1027974947807933,,72.7,0.0,0.376
2018-05-05,0.1103701803881337,,73.0,0.0,
2018-05-06,0.6831758034026465,,73.2,0.0,
2018-05-07,0.1243066061522945,,69.4,0.0,0.38
2018-05-08,0.0067747398983789,,71.1,2.5,0.386
2018-05-09,0.0298931195724782,0.7948000000000001,72.1,7.2,0.386
2018-05-10,0.7164750957854407,,67.5,0.0,0.383
2018-05-11,0.0062473463941287,,64.0,7.1,0.383
2018-05-12,0.7661217075386013,,62.8,0.0,
2018-05-13,0.6904948939512962,,62.7,0.0,
2018-05-14,0.0435020894704391,,63.5,0.0,0.383
2018-05-15,0.0548933500627352,,53.4,0.0,0.388
2018-05-16,0.7503267973856209,,54.0,0.0,0.382
2018-05-17,0.7118387909319899,,53.0,0.0,0.383
2018-05-18,0.1836990595611285,,58.4,0.0,0.385
2018-05-19,0.7261092150170648,,56.6,0.0,0.387
2018-05-20,0.0909884355225834,,61.9,4.0,0.385
2018-05-21,0.0036827890989442,,65.8,6.2,0.391
2018-05-22,0.420474672334396,,64.4,0.1,0.39
2018-05-23,0.7948605315176807,,56.2,0.0,0.384
2018-05-24,0.7491686460807601,,63.4,0.0,0.386
2018-05-25,0.8034154090548054,0.8434,54.2,0.0,0.384
2018-05-26,0.6001247660636307,,48.8,0.0,0.393
2018-05-27,0.3826618592255839,,52.2,0.0,0.389
2018-05-28,0.7866545619609623,,42.0,0.0,0.385
2018-05-29,0.8227567067530065,,47.6,0.0,0.381
2018-05-30,0.8434163701067615,,48.3,0.1,0.384
2018-05-31,0.0601245237431465,,47.0,5.5,0.389
2018-06-01,0.1156395291324562,,56.5,14.7,0.393
2018-06-02,0.1640033641715727,,65.6,0.0,0.396
2018-06-03,0.8067915690866511,,54.2,0.0,0.394
2018-06-04,0.0760571724801895,,55.2,0.2,0.395
2018-06-05,0.1550023052097741,,52.7,0.0,0.391
2018-06-06,0.8384413309982487,,54.4,0.0,0.39
2018-06-07,0.8462804476629362,,51.4,0.0,0.389
2018-06-08,0.7228450652453593,,46.2,0.0,0.388
2018-06-09,0.7832781134281817,,45.8,0.0,0.388
2018-06-10,0.0404805788791043,0.7793,45.6,0.0,0.389
2018-06-11,0.0293734625958616,,42.2,0.0,0.388
2018-06-12,0.1025390625,,40.8,0.1,0.388
2018-06-13,0.0402958625471916,,40.4,3.9,0.385
2018-06-14,0.2152561386015206,,42.3,7.5,0.385
2018-06-15,0.3906081601231717,,45.0,3.7,0.385
2018-06-16,0.0033708398613682,,50.3,14.0,0.384
2018-06-17,0.0180653427290198,,47.8,0.7,0.384
2018-06-18,0.1161034182240728,,47.9,0.0,0.386
2018-06-19,0.0554512635379061,,56.3,19.8,0.386
2018-06-20,0.1829224075416969,,54.2,3.5,0.389
2018-06-21,0.559881638374085,,52.7,0.2,0.388
2018-06-22,0.8644825018615041,,48.8,0.0,0.383
2018-06-23,0.4155206286836935,,46.5,0.0,0.383
2018-06-24,0.7793626030755516,,49.2,0.0,0.369
2018-06-25,0.7048041674705768,,47.5,0.0,0.379
2018-06-26,0.0340145384720888,0.7932,46.6,0.0,0.381
2018-06-27,0.8197752808988764,,44.1,0.0,0.372
2018-06-28,0.7997620935765266,,42.5,0.0,0.374
2018-06-29,0.8006386861313869,,42.4,0.0,
2018-06-30,0.8090709583028529,,37.0,0.0,
2018-07-01,0.7090984113884877,,39.4,0.0,
2018-07-02,0.7981176470588235,,33.6,,
2018-07-03,0.7799607072691552,,34.0,0.0,
2018-07-04,0.793275783734666,,34.0,,
2018-07-05,0.5619674670797831,,33.2,0.0,
2018-07-06,0.1195979899497487,,32.0,0.0,
2018-07-07,0.201286458910946,,34.2,0.0,
2018-07-08,0.046322188449848,,38.0,,
2018-07-09,0.8582395087001023,,33.3,0.0,
2018-07-10,0.1327131518306734,,35.6,0.0,
2018-07-11,0.0094745908699397,,31.3,0.8,
2018-07-12,0.0396203675805965,0.7954,34.5,0.0,
2018-07-13,0.1150772509323388,,32.3,0.0,
2018-07-14,0.5371373924131335,,31.9,0.0,
2018-07-15,0.007671601615074,,36.3,12.0,
2018-07-16,0.265096908537562,,35.2,1.2,
2018-07-17,0.0165644831666128,,33.0,0.0,
2018-07-18,0.0455840455840455,,35.6,0.0,
2018-07-19,0.1886051080550098,,34.7,0.4,
2018-07-20,0.0414908579465541,,39.2,5.6,
2018-07-21,0.0255817117975234,,36.2,0.0,
2018-07-22,0.1166313238412602,,43.5,3.6,
2018-07-23,0.0757561209793567,,42.9,2.7,
2018-07-24,0.0905853549966614,,38.7,0.1,
2018-07-25,0.6084678264514777,,39.5,0.0,
2018-07-26,0.7954153315257579,,37.5,0.1,
2018-07-27,0.2931800068313788,,33.8,0.1,
2018-07-28,-0.000394632991318,0.3562,39.3,47.7,
2018-07-29,0.0270513300861745,,38.4,0.2,
2018-07-30,0.3562704283502494,,38.0,0.0,
2018-07-31,0.0074111292551187,,38.1,0.9,
2018-08-01,0.0087739375906004,,39.8,9.4,
2018-08-02,0.070828331332533,,47.7,2.7,
2018-08-03,0.0201390381996703,,44.5,0.0,
2018-08-04,0.0915911794308719,,42.2,0.0,
2018-08-05,0.1422981878088962,,42.7,0.0,
2018-08-06,0.090099948931203,,39.3,0.1,
2018-08-07,0.0910566466482713,,37.9,0.0,0.39
2018-08-08,0.1002295332823259,,34.5,1.2,0.391
2018-08-09,0.2757218805378922,,35.3,0.0,0.389
2018-08-10,0.2583463338533541,,37.9,0.0,0.388
2018-08-11,0.1567293276438703,,37.8,2.2,0.388
2018-08-12,0.0395226286422814,,40.5,0.5,0.393
2018-08-13,0.0402705979960431,0.4863,40.8,0.0,0.397
2018-08-14,0.0274738633600778,,40.2,2.8,0.392
2018-08-15,0.4424349360388178,,42.3,5.4,0.393
2018-08-16,0.127552986512524,,46.9,8.8,0.392
2018-08-17,0.0010948905109489,,50.1,6.5,0.393
2018-08-18,0.1773258669810394,,54.4,8.2,0.396
2018-08-19,0.4863701578192252,,51.9,2.5,0.395
2018-08-20,0.0336162094599039,,50.7,0.6,0.394
2018-08-21,0.0160974875883857,,44.9,0.0,0.394
2018-08-22,0.0685978035970078,,50.3,10.8,0.395
2018-08-23,0.0578960335057896,,47.6,6.9,0.393
2018-08-24,0.7119918004783055,,49.3,4.3,0.393
2018-08-25,0.1561072725143459,,49.2,5.4,0.39
2018-08-26,0.0039745126490442,,54.4,12.7,0.386
2018-08-27,0.0302114803625377,,57.1,1.3,0.393
2018-08-28,0.2061333003586002,,54.4,4.1,0.391
2018-08-29,0.1148353593768441,0.8549,51.3,0.0,0.392
2018-08-30,0.6336152600323915,,44.7,0.0,0.392
2018-08-31,0.9412731970871506,,49.1,0.2,0.388
2018-09-01,0.3934359805510535,,48.1,1.2,0.389
2018-09-02,0.0703359091625926,,48.3,0.6,0.394
2018-09-03,0.8549102836195254,,46.7,0.0,0.392
2018-09-04,0.341740576496674,,47.5,0.0,0.392
2018-09-05,0.2454355400696864,,48.1,1.2,0.391
2018-09-06,0.867682437850842,,45.7,1.6,0.389
2018-09-07,0.0878559681468017,,47.8,0.5,0.392
2018-09-08,0.4732057416267942,,45.4,3.1,0.389
2018-09-09,0.2097007722007722,,48.5,0.3,0.389
2018-09-10,0.0144571740316421,,53.1,10.1,0.388
2018-09-11,0.1604760187522538,,56.5,2.1,0.386
2018-09-12,0.3413590155163188,,49.8,1.0,0.384
2018-09-13,0.0317035367056502,,49.2,0.3,0.388
2018-09-14,0.0859082721352362,0.5823,51.7,3.0,0.39
2018-09-15,0.0834035383319292,,50.5,2.2,0.386
2018-09-16,0.0535606126157307,,55.5,1.4,0.386
2018-09-17,-0.0026306349396149,,57.8,1.0,0.385
2018-09-18,0.1913688469318948,,57.2,4.6,0.385
2018-09-19,0.0927927927927927,,51.0,8.7,0.383
2018-09-20,0.0254632715637914,,49.9,3.4,0.384
2018-09-21,0.0621429566671311,,50.1,1.9,0.386
2018-09-22,0.2538381278879117,,50.6,0.0,0.382
2018-09-23,0.5823259691538141,,49.9,2.0,0.379
2018-09-24,0.392090395480226,,46.4,0.0,0.379
2018-09-25,0.0065248597155161,,49.4,0.3,0.382
2018-09-26,0.1837054445750097,,56.4,0.5,0.38
2018-09-27,0.026469332574356,,49.6,0.1,0.38
2018-09-28,0.174383927169989,,50.7,0.0,
2018-09-29,0.0999663978494623,,52.4,0.2,
2018-09-30,0.8060422960725075,0.7985,48.7,1.3,
2018-10-01,0.1643021704862374,,45.8,4.9,
2018-10-02,0.127324076253236,,48.1,0.8,
2018-10-03,0.0038108848398237,,51.4,2.2,
2018-10-04,0.0119504278548244,,51.2,2.2,
2018-10-05,0.8716525934861279,,50.2,0.2,
2018-10-06,0.7898035938152946,,47.1,0.3,
2018-10-07,0.000994530084535,,55.6,4.7,0.383
2018-10-08,0.0038604898828541,,57.5,1.7,0.38
2018-10-09,0.0049902364938164,,59.5,0.9,0.382
2018-10-10,0.7665555026202954,,49.6,0.0,0.376
2018-10-11,0.0433546552949538,,45.7,5.9,0.38
2018-10-12,-0.0183679192372406,,55.7,11.6,0.382
2018-10-13,-0.0105011633025215,,55.3,17.6,0.382
2018-10-14,0.7985363753766681,,50.9,0.0,0.366
2018-10-15,0.7238863287250384,,52.1,0.0,
2018-10-16,-0.0042929621438792,0.7517,57.2,0.8,
2018-10-17,0.3190167230192817,,55.7,0.0,
2018-10-18,0.5628360215053764,,52.2,0.0,
2018-10-19,0.0041355389541088,,62.3,0.5,
2018-10-20,0.0230809399477806,,63.4,0.0,
2018-10-21,0.0162962962962962,,61.5,1.6,
2018-10-22,0.4473067915690866,,60.4,0.0,
2018-10-23,-0.0103936311366651,,53.4,0.1,
2018-10-24,0.0288390436282967,,47.4,0.0,
2018-10-25,0.0144407927497261,,52.3,0.9,
2018-10-26,0.3930348258706467,,55.7,3.4,
2018-10-27,0.7493877551020408,,51.8,0.1,
2018-10-28,0.7815732499398604,,46.7,0.0,
2018-10-29,0.1586029484515682,,45.2,0.2,
2018-10-30,0.7517241379310344,,47.2,0.0,
2018-10-31,0.1158066429418742,,44.5,2.2,
2018-11-01,0.7583353038543391,0.7583000000000001,42.6,0.0,
2018-11-02,0.0439385918475383,,53.5,10.8,
2018-11-03,-0.0222699221894284,,53.7,4.9,
2018-11-04,0.5547143840330351,,47.5,0.2,
2018-11-05,-0.0102836291258915,,54.5,7.7,
2018-11-06,0.0134892086330935,,50.3,10.6,
2018-11-07,0.0441415530824059,,56.1,28.8,
2018-11-08,0.7120843471208435,,52.8,3.5,
2018-11-09,-0.001111910523906,,56.2,23.7,
2018-11-10,0.3699124162802679,,51.7,0.0,
2018-11-11,0.2812587023113339,,46.4,0.6,
2018-11-12,0.1952166485479111,,47.7,0.1,
2018-11-13,0.2188484313972533,,56.1,2.8,
2018-11-14,-0.0190175490124091,,59.6,,0.373
2018-11-15,0.0310880829015544,,63.1,0.4,0.384
2018-11-16,-0.0038590172369436,,58.3,0.9,0.381
2018-11-17,-0.0013012729844413,0.5011,57.6,0.0,0.378
2018-11-18,0.1315157039860777,,57.5,0.0,0.373
2018-11-19,0.0350404312668463,,55.3,0.0,0.38
2018-11-20,0.1597449058951625,,56.0,0.1,0.379
2018-11-21,0.0389882860306544,,58.2,11.2,0.388
2018-11-22,0.3547723179830203,,57.8,0.0,0.377
2018-11-23,0.0270551508844953,,50.9,2.1,0.379
2018-11-24,0.1913232104121475,,57.3,0.0,0.381
2018-11-25,0.6037027770828121,,59.7,0.4,0.383
2018-11-26,0.501151189562548,,53.4,0.2,0.377
2018-11-27,-0.0090200008714976,,54.2,14.4,0.377
2018-11-28,-0.0171847847074724,,54.9,5.8,0.384
2018-11-29,0.034950895436164,,53.3,7.8,0.384
2018-11-30,0.5983606557377049,,56.4,2.1,0.377
2018-12-01,0.0838150289017341,,58.5,4.7,0.378
2018-12-02,-0.0425504890130826,,55.5,7.6,0.36
2018-12-03,0.678809957498482,0.5416000000000001,48.0,1.2,0.377
2018-12-04,0.0900473933649289,,48.9,0.1,0.364
2018-12-05,-0.0123986647591797,,53.6,6.5,0.36
2018-12-06,0.0451936872309899,,60.9,3.6,0.381
2018-12-07,0.3390598157113852,,56.9,4.3,0.382
2018-12-08,-0.0047207495097683,,48.0,12.8,0.382
2018-12-09,0.5416546555203229,,46.2,3.0,0.381
2018-12-10,0.0304996755353666,,49.0,0.1,0.383
2018-12-11,0.0058720837962228,,56.4,1.2,0.383
2018-12-12,-0.0297819657473003,,60.2,8.0,0.377
2018-12-13,-0.0107886127932066,,58.4,0.6,0.378
2018-12-14,0.0210338680926916,,58.4,0.0,0.375
2018-12-15,-0.024567788898999,,57.6,26.7,0.374
2018-12-16,0.1264582361175921,,55.3,0.1,0.381
2018-12-17,0.0542450005987306,,55.5,0.4,0.381
2018-12-18,-0.0041475336987113,,57.3,5.4,0.385
2018-12-19,0.2835703001579779,0.4373,55.9,0.1,0.378
2018-12-20,0.0352223190932868,,56.9,1.3,0.382
2018-12-21,0.0928900906632734,,52.0,0.2,0.378
2018-12-22,0.041098135627945,,46.2,0.0,0.378
2018-12-23,0.232836447617048,,50.1,0.0,0.367
2018-12-24,0.3917263693089901,,43.1,0.0,0.378
2018-12-25,-0.0039957691855682,,54.3,0.0,0.378
2018-12-26,0.034656296465744,,52.4,0.0,0.373
2018-12-27,0.020229033806487,,53.5,0.0,0.368
2018-12-28,0.4373219373219373,,57.0,1.2,0.369
2018-12-29,0.0433597410341596,,68.5,4.6,0.377
2018-12-30,0.0029695619896065,,57.6,0.3,0.378
2019-01-01,0.1231219512195122,0.4863,56.2,0.5,0.374
2019-01-02,0.0046208779668136,,50.9,0.0,0.376
2019-01-03,-0.0027791401013568,,54.5,0.0,0.375
2019-01-04,0.0243104763981249,,54.8,0.0,0.374
2019-01-05,0.0352264557872034,,56.9,0.0,0.374
2019-01-06,0.0141276822604291,,59.0,2.0,0.348
2019-01-07,0.5338626809901915,,55.9,1.4,0.375
2019-01-08,0.486318407960199,,48.0,0.0,0.371
2019-01-09,0.4058252427184466,,53.6,0.0,0.375
2019-01-10,0.0234264747389218,,61.5,0.2,0.379
2019-01-11,0.044324648098233,,54.8,0.6,0.376
2019-01-12,0.0005444843732984,,55.3,3.0,0.384
2019-01-13,0.1998029880151042,,43.5,3.3,0.377
2019-01-14,0.262678534464914,,50.0,0.3,0.38
2019-01-15,0.0784497285152593,,47.6,0.0,0.382
2019-01-16,0.4580645161290322,,51.7,2.0,0.375
2019-01-17,0.5219528178243774,0.6826,51.1,0.3,0.377
2019-01-18,-0.0136041387238934,,59.9,6.1,0.379
2019-01-19,-0.1081753186198321,,62.8,0.8,0.374
2019-01-20,0.3287764866712235,,63.5,0.6,0.374
2019-01-21,-0.0037137905422134,,54.8,5.9,0.378
2019-01-22,0.0281030444964871,,50.7,2.9,0.35
2019-01-23,0.0048252911813643,,50.7,0.5,0.337
2019-01-24,0.0454822582611876,,66.3,5.7,0.354
2019-01-25,-0.0029447195823852,,65.0,1.3,0.364
2019-01-26,-0.0073349633251833,,58.2,11.4,0.386
2019-01-27,0.6372756071805702,,53.2,2.0,0.376
2019-01-28,0.6826588046100242,,60.8,0.2,0.379
2019-01-29,0.0882132132132132,,57.8,3.5,0.374
2019-01-30,0.26156321222684,,54.9,0.0,0.371
2019-01-31,0.0431578085332896,,53.5,0.0,0.372
2019-02-01,0.5560386473429951,,55.3,0.2,0.368
2019-02-02,0.737743931461209,0.6508,57.8,0.0,0.361
2019-02-03,0.0034668436969831,,60.4,8.6,0.356
2019-02-04,0.4448326055312955,,63.2,1.0,0.376
